stock: AMZN
Date,Close,High,Low,Open,Volume
2024-05-01,179.0,185.14999389648438,176.55999755859375,181.63999938964844,94645100
2024-05-02,184.72000122070312,185.10000610351562,179.91000366210938,180.85000610351562,54303500
2024-05-03,186.2100067138672,187.8699951171875,185.4199981689453,186.99000549316406,39172000
2024-05-06,188.6999969482422,188.75,184.8000030517578,186.27999877929688,34725300
2024-05-07,188.75999450683594,189.94000244140625,187.30999755859375,188.9199981689453,34048900
2024-05-08,188.0,188.42999267578125,186.38999938964844,187.44000244140625,26136400
2024-05-09,189.5,191.6999969482422,187.44000244140625,188.8800048828125,43368400
2024-05-10,187.47999572753906,189.88999938964844,186.92999267578125,189.16000366210938,34141800
2024-05-13,186.57000732421875,188.30999755859375,185.36000061035156,188.0,24898600
2024-05-14,187.07000732421875,187.72000122070312,183.4499969482422,183.82000732421875,38698200
