stock: JNJ
Date,Close,High,Low,Open,Volume
2023-03-01,143.41685485839844,144.0466577392938,142.79644688257915,143.83044583224475,6767000
2023-03-02,143.30404663085938,143.5954464700293,142.1572370846401,142.64604468057783,8762500
2023-03-03,144.77984619140625,144.87383826203657,143.67063074839464,144.16883318716677,5747200
2023-03-06,146.2274627685547,146.38726221127973,145.29686517013434,145.38146234392417,8148200
2023-03-07,144.8456573486328,146.8760756609782,144.15006143405714,146.72567111709333,7457700
2023-03-08,143.78347778320312,144.94907728954442,143.3322640936175,144.74227460099317,6230500
2023-03-09,142.16665649414062,144.3850734731917,141.66845395736527,144.25347307372968,7439400
2023-03-10,142.5144500732422,144.28166767716283,142.03505170644914,142.74945180383304,8504300
2023-03-13,143.87744140625,146.5564665774679,142.47684042583964,142.9656336444455,10799600
2023-03-14,144.6858673095703,144.7892686472953,142.7870492637875,144.08426343827063,8421200
