stock: UNH
Date,Close,High,Low,Open,Volume
2023-01-03,500.93035888671875,507.6816665718646,494.67158705178247,507.1987397394389,3525600
2023-01-04,487.2731628417969,500.93034750061446,483.50633952959936,500.93034750061446,5070400
2023-01-05,473.22955322265625,484.94536041384055,471.8194154235603,483.9022516457921,5497100
2023-01-06,473.2682189941406,476.0402138464533,470.8922276172312,474.80392253504004,4841300
2023-01-09,473.32623291015625,482.91715249034706,471.85814598714614,475.595994861416,3702800
2023-01-10,469.4048156738281,473.72218213281155,466.1981748794646,472.15750412998045,3164000
2023-01-11,476.5521240234375,478.6770135716895,468.4389602969025,468.7190660726972,4274200
2023-01-12,478.74462890625,481.70013832977213,468.65144779665616,473.26822645942354,3726800
2023-01-13,472.8529357910156,492.1023902225563,469.4048314978653,469.5110612415226,5390100
2023-01-17,468.5162048339844,476.10782870403256,467.26060706876615,474.4272530389384,4495600
2023-01-18,459.97808837890625,472.78531597202823,458.5389760116862,471.3848165247053,4398200
2023-01-19,467.82080078125,469.7815117400303,461.08882998603434,461.5524208152541,4549600
2023-01-20,470.1002197265625,470.3609895620585,462.64382947952146,468.95085169611957,3525900
2023-01-23,469.2213134765625,473.3648334831287,464.9522572672008,470.0616013538322,3418700
2023-01-24,474.8135681152344,483.1778626385166,463.60966205383176,483.1778626385166,3036300
2023-01-25,475.682861328125,478.4451882629225,469.14404357140745,472.57281179686794,3037300
2023-01-26,475.6635437011719,479.4979832865585,473.8283984653243,475.68285016004563,3005000
2023-01-27,469.4530944824219,476.52314936626686,467.9270588806954,476.52314936626686,3177100
2023-01-30,469.2019958496094,478.33896201475943,468.2457808089989,471.15300937425553,3606900
