stock: GOOG
Date,Close,High,Low,Open,Volume
2024-05-01,164.78948974609375,168.01420626410095,164.12263484487258,165.39659955094953,25223200
2024-05-02,167.66586303710938,167.73552515030133,164.9089169463527,165.8842928390392,17041100
2024-05-03,168.19337463378906,169.04932114032962,164.20226833832118,168.74076974533335,22767100
2024-05-06,169.02938842773438,169.09905053623592,167.09853155507523,168.42226348516482,15147900
2024-05-07,172.16455078125,172.65224633966483,169.1986030506817,169.31803249892306,21102400
2024-05-08,170.35311889648438,171.09858090402184,169.71812607859013,169.9450480790918,14569900
2024-05-09,170.77114868164062,171.62709512370475,169.12891791013897,170.3431678671801,11937700
2024-05-10,169.4872283935547,170.53228162077622,167.11845829029107,168.89006596861205,18740500
2024-05-13,170.0943603515625,170.14412768572356,164.9785912490824,165.06518671425982,19648600
2024-05-14,171.11949157714844,171.96549063762274,169.61661538741166,170.78109802770155,18729500
